scaffold,start,end,length,method,type,type_start,type_end,overlap,overlap/length
ptg003323l,1971876,1972173,297,RepeatMasker,LTR,1970531,1972511,297,1.00
ptg003331l,379982,380283,301,RepeatMasker,LTR,379585,380120,138,0.46
ptg003331l,379982,380283,301,RepeatMasker,LTR,380121,381377,163,0.54
ptg003333l,20079,20378,299,RepeatMasker,LTR,20352,26577,27,0.09
ptg003333l,28155,28453,298,RepeatMasker,LTR,28427,34663,27,0.09
ptg003337l,382556,382841,285,RepeatMasker,LTR,382535,382579,23,0.08
ptg003339l,3963159,3963456,297,RepeatMasker,LTR,3962951,3963508,297,1.00
ptg003341l,419276,419557,281,RepeatMasker,LTR,418230,420192,281,1.00
ptg003347l,1160442,1160723,281,RepeatMasker,LTR,1159385,1161516,281,1.00
ptg003347l,1174801,1175078,277,RepeatMasker,LTR,1173679,1175714,277,1.00
ptg003347l,1387021,1387301,280,RepeatMasker,LTR,1386630,1387313,280,1.00
ptg003348l,85662,85993,331,RepeatMasker,LTR,85595,85963,301,0.91
ptg003348l,569265,569530,265,RepeatMasker,LTR,567602,569299,34,0.13
ptg003350l,2417790,2418071,281,RepeatMasker,LTR,2417410,2418716,281,1.00
ptg003354l,899729,900013,284,RepeatMasker,LTR,898630,902725,284,1.00
ptg003358l,699075,699374,299,RepeatMasker,LTR,698910,699426,299,1.00
ptg003367l,668944,669238,294,RepeatMasker,LTR,668903,669290,294,1.00
ptg003376l,544627,544951,324,RepeatMasker,LTR,544705,544750,46,0.14
ptg003392l,609404,609686,282,RepeatMasker,LTR,609084,609698,282,1.00
ptg003392l,905365,905657,292,RepeatMasker,LTR,905023,908489,292,1.00
ptg003398l,5339925,5340217,292,RepeatMasker,LTR,5339596,5343050,292,1.00
ptg003399l,153227,153526,299,RepeatMasker,LTR,153186,153578,299,1.00
ptg003399l,540528,540826,298,RepeatMasker,LTR,540362,540878,298,1.00
ptg003399l,906442,906740,298,RepeatMasker,LTR,906236,906792,298,1.00
ptg003399l,1708399,1708698,299,RepeatMasker,LTR,1708319,1708750,299,1.00
ptg003405l,90245,90526,281,RepeatMasker,LTR,89843,90539,281,1.00
ptg003405l,2809464,2809763,299,RepeatMasker,LTR,2808930,2814736,299,1.00
ptg003405l,4629190,4629487,297,RepeatMasker,LTR,4629461,4634499,27,0.09
ptg003405l,4944859,4945126,267,RepeatMasker,LTR,4944944,4944984,41,0.15
ptg003408l,3401788,3402080,292,RepeatMasker,LTR,3401580,3402132,292,1.00
ptg003409l,224418,224705,287,RepeatMasker,LTR,223843,225558,287,1.00
ptg003411l,266345,266600,255,RepeatMasker,LTR,266411,266534,124,0.49
ptg003411l,266345,266600,255,RepeatMasker,LTR,266478,266560,83,0.33
ptg003411l,492815,493115,300,RepeatMasker,LTR,491980,493197,300,1.00
ptg003411l,1194531,1194821,290,RepeatMasker,LTR,1194323,1194873,290,1.00
ptg003412l,3058885,3059182,297,RepeatMasker,LTR,3058828,3059584,297,1.00
ptg003412l,6551582,6551896,314,RepeatMasker,LTR,6550200,6553393,314,1.00
ptg003413l,1035241,1035525,284,RepeatMasker,LTR,1035517,1035549,9,0.03
ptg003413l,1035241,1035525,284,RepeatMasker,LTR,1035519,1035556,7,0.02
ptg003414l,1980979,1981278,299,RepeatMasker,LTR,1980801,1981330,299,1.00
ptg003414l,3285864,3286169,305,RepeatMasker,LTR,3284357,3287930,305,1.00
ptg003414l,3285864,3286169,305,RepeatMasker,LTR,3284361,3286131,267,0.88
ptg003414l,3285864,3286169,305,RepeatMasker,LTR,3286123,3288987,47,0.15
ptg003414l,4301231,4301539,308,RepeatMasker,LTR,4301189,4301857,308,1.00
ptg003420l,1970598,1970890,292,RepeatMasker,LTR,1967282,1972015,292,1.00
ptg003421l,418183,418513,330,RepeatMasker,LTR,417739,420977,330,1.00
ptg003429l,1841781,1842081,300,RepeatMasker,LTR,1840561,1841804,23,0.08
ptg003429l,1841781,1842081,300,RepeatMasker,LTR,1842003,1842180,79,0.26
ptg003431l,398724,399014,290,RepeatMasker,LTR,398790,398927,138,0.48
ptg003444l,223657,223937,280,RepeatMasker,LTR,223245,224730,280,1.00
ptg003444l,231486,231792,306,RepeatMasker,LTR,231349,231805,306,1.00
ptg003456l,1577374,1577673,299,RepeatMasker,LTR,1577294,1577725,299,1.00
ptg003457l,2159959,2160282,323,RepeatMasker,LTR,2160070,2161292,213,0.66
ptg003457l,4844762,4845054,292,RepeatMasker,LTR,4844682,4845106,292,1.00
ptg003470l,974673,974998,325,RepeatMasker,LTR,974499,975050,325,1.00
ptg003470l,1953728,1954026,298,RepeatMasker,LTR,1953521,1954078,298,1.00
ptg003470l,1999348,1999643,295,RepeatMasker,LTR,1999171,1999695,295,1.00
ptg003470l,2400623,2400908,285,RepeatMasker,LTR,2400522,2400735,112,0.39
ptg003470l,2400623,2400908,285,RepeatMasker,LTR,2400790,2400924,119,0.42
ptg003470l,2400623,2400908,285,RepeatMasker,LTR,2400885,2401200,24,0.08
ptg003471l,2347516,2347825,309,RepeatMasker,LTR,2346461,2348029,309,1.00
ptg003471l,2347516,2347825,309,RepeatMasker,LTR,2346720,2348008,309,1.00
ptg003471l,2347516,2347825,309,RepeatMasker,LTR,2347724,2348076,102,0.33
ptg003471l,2805192,2805472,280,RepeatMasker,LTR,2804816,2806274,280,1.00
ptg003471l,3720715,3720995,280,RepeatMasker,LTR,3719656,3721008,280,1.00
ptg003473l,105670,105959,289,RepeatMasker,LTR,105305,105992,289,1.00
ptg003473l,3613088,3613400,312,RepeatMasker,LTR,3612501,3613393,305,0.98
ptg003477l,57517,57814,297,RepeatMasker,LTR,57508,57634,117,0.39
ptg003477l,524506,524805,299,RepeatMasker,LTR,524298,524857,299,1.00
ptg003478l,4046168,4046479,311,RepeatMasker,LTR,4045972,4046203,35,0.11
ptg003478l,4046168,4046479,311,RepeatMasker,LTR,4046412,4046457,46,0.15
ptg003478l,6012916,6013206,290,RepeatMasker,LTR,6010358,6013294,290,1.00
ptg003478l,8456712,8457021,309,RepeatMasker,LTR,8455788,8457305,309,1.00
ptg003478l,8456712,8457021,309,RepeatMasker,LTR,8455963,8457296,309,1.00
ptg003480l,755437,755727,290,RepeatMasker,LTR,755707,755746,21,0.07
ptg003480l,1611830,1612146,316,RepeatMasker,LTR,1612110,1617153,37,0.12
ptg003482l,1386424,1386722,298,RepeatMasker,LTR,1386555,1386675,121,0.41
ptg003482l,1386424,1386722,298,RepeatMasker,LTR,1386570,1386688,119,0.40
ptg003489l,661872,662162,290,RepeatMasker,LTR,661792,662214,290,1.00
ptg003489l,937877,938172,295,RepeatMasker,LTR,937699,938224,295,1.00
ptg003491l,223798,224088,290,RepeatMasker,LTR,223428,224100,290,1.00
ptg003491l,697043,697323,280,RepeatMasker,LTR,695840,697967,280,1.00
ptg003495l,184085,184380,295,RepeatMasker,LTR,182893,186329,295,1.00
ptg003502l,2763912,2764220,308,RepeatMasker,LTR,2764058,2771133,163,0.53
ptg003516l,286967,287263,296,RepeatMasker,LTR,287245,287550,19,0.06
ptg003518l,353821,354097,276,RepeatMasker,LTR,353456,353886,65,0.24
ptg003530l,590361,590648,287,RepeatMasker,LTR,588135,591484,287,1.00
ptg003534l,11122099,11122396,297,RepeatMasker,LTR,11121921,11122448,297,1.00
ptg003537l,2173830,2174111,281,RepeatMasker,LTR,2172783,2174888,281,1.00
ptg003537l,2181017,2181298,281,RepeatMasker,LTR,2179890,2181933,281,1.00
ptg003537l,2269807,2270100,293,RepeatMasker,LTR,2269484,2272684,293,1.00
ptg003539l,349693,349989,296,RepeatMasker,LTR,349557,349866,173,0.58
ptg003539l,541757,542056,299,RepeatMasker,LTR,541677,542108,299,1.00
ptg003544l,2761869,2762168,299,RepeatMasker,LTR,2761828,2762220,299,1.00
ptg003545l,582486,582792,306,RepeatMasker,LTR,580824,582984,306,1.00
ptg003546l,623046,623326,280,RepeatMasker,LTR,622664,623960,280,1.00
ptg003546l,707665,707946,281,RepeatMasker,LTR,707283,708591,281,1.00
ptg003549l,960799,961083,284,RepeatMasker,LTR,961083,961248,1,0.00
ptg003551l,1259239,1259519,280,RepeatMasker,LTR,1258204,1260303,280,1.00
ptg003556l,845580,845887,307,RepeatMasker,LTR,845586,845765,180,0.59
ptg003556l,845580,845887,307,RepeatMasker,LTR,845848,846047,40,0.13
ptg003563l,3750991,3751276,285,RepeatMasker,LTR,3750546,3751423,285,1.00
ptg003563l,3827067,3827367,300,RepeatMasker,LTR,3826685,3828013,300,1.00
ptg003573l,223160,223440,280,RepeatMasker,LTR,222769,223476,280,1.00
ptg003574l,448803,449102,299,RepeatMasker,LTR,448595,449154,299,1.00
ptg003576l,364854,365178,324,RepeatMasker,LTR,361753,366972,324,1.00
ptg003579l,769233,769508,275,RepeatMasker,LTR,769471,769873,38,0.14
ptg003587l,2495341,2495640,299,RepeatMasker,LTR,2495477,2496756,164,0.55
ptg003588l,1454028,1454324,296,RepeatMasker,LTR,1453816,1454376,296,1.00
ptg003588l,1699932,1700217,285,RepeatMasker,LTR,1699991,1700060,70,0.25
ptg003598l,579495,579803,308,RepeatMasker,LTR,579765,584544,39,0.13
ptg003601l,2802070,2802367,297,RepeatMasker,LTR,2802113,2802521,255,0.86
ptg003601l,2802070,2802367,297,RepeatMasker,LTR,2801244,2802159,89,0.30
ptg003603l,219042,219359,317,RepeatMasker,LTR,217766,221128,317,1.00
ptg003605l,282154,282462,308,RepeatMasker,LTR,281114,284105,308,1.00
ptg003605l,282154,282462,308,RepeatMasker,LTR,282107,287192,308,1.00
ptg003615l,2395636,2395920,284,RepeatMasker,LTR,2395840,2396575,81,0.29
ptg003619l,1721713,1721997,284,RepeatMasker,LTR,1721378,1722798,284,1.00
ptg003620l,830704,831023,319,RepeatMasker,LTR,830824,831274,200,0.63
ptg003620l,2737596,2737895,299,RepeatMasker,LTR,2737555,2737947,299,1.00
ptg003620l,3139422,3139721,299,RepeatMasker,LTR,3139228,3139773,299,1.00
ptg003620l,3226233,3226530,297,RepeatMasker,LTR,3226153,3226582,297,1.00
ptg003621l,142386,142666,280,RepeatMasker,LTR,141328,143460,280,1.00
ptg003622l,365201,365484,283,RepeatMasker,LTR,364174,366133,283,1.00
ptg003622l,512802,513083,281,RepeatMasker,LTR,511656,513722,281,1.00
ptg003630l,521146,521446,300,RepeatMasker,LTR,520518,521199,53,0.18
ptg003630l,521146,521446,300,RepeatMasker,LTR,521248,521524,199,0.66
ptg003632l,2584644,2584923,279,RepeatMasker,LTR,2583580,2585704,279,1.00
ptg003634l,23878,24175,297,RepeatMasker,LTR,23700,24227,297,1.00
ptg003634l,6833287,6833595,308,RepeatMasker,LTR,6832809,6833374,87,0.28
ptg003634l,6833287,6833595,308,RepeatMasker,LTR,6833567,6837148,29,0.09
ptg003637l,161723,162019,296,RepeatMasker,LTR,161545,162071,296,1.00
ptg003641l,3151833,3152155,322,RepeatMasker,LTR,3151745,3153262,322,1.00
ptg003642l,228440,228733,293,RepeatMasker,LTR,228233,229170,293,1.00
ptg003643l,295473,295763,290,RepeatMasker,LTR,292656,295851,290,1.00
ptg003651l,479545,479834,289,RepeatMasker,LTR,479792,479887,43,0.15
ptg003652l,1557145,1557457,312,RepeatMasker,LTR,1557016,1557274,129,0.41
ptg003658l,589034,589345,311,RepeatMasker,LTR,586919,589288,254,0.82
ptg003658l,589034,589345,311,RepeatMasker,LTR,589289,590778,57,0.18
ptg003661l,151045,151316,271,RepeatMasker,LTR,149909,151954,271,1.00
ptg003665l,5045278,5045574,296,RepeatMasker,LTR,5045070,5045616,296,1.00
ptg003668l,249070,249355,285,RepeatMasker,LTR,249040,249093,23,0.08
ptg003670l,511963,512261,298,RepeatMasker,LTR,512072,513749,190,0.64
ptg003670l,894157,894452,295,RepeatMasker,LTR,893979,894504,295,1.00
ptg003670l,1009992,1010291,299,RepeatMasker,LTR,1009797,1010343,299,1.00
ptg003675l,1293609,1293896,287,RepeatMasker,LTR,1292324,1294744,287,1.00
ptg003675l,1676668,1676995,327,RepeatMasker,LTR,1673430,1679031,327,1.00
ptg003677l,1649086,1649367,281,RepeatMasker,LTR,1647308,1652157,281,1.00
ptg003681l,198796,199118,322,RepeatMasker,LTR,198223,198899,103,0.32
ptg003681l,2639215,2639515,300,RepeatMasker,LTR,2639006,2639567,300,1.00
ptg003681l,2884424,2884723,299,RepeatMasker,LTR,2884344,2884775,299,1.00
ptg003681l,3132898,3133198,300,RepeatMasker,LTR,3132679,3133250,300,1.00
ptg003687l,613276,613557,281,RepeatMasker,LTR,613411,613895,147,0.52
ptg003699l,2635017,2635298,281,RepeatMasker,LTR,2633969,2635941,281,1.00
ptg003699l,4083667,4083975,308,RepeatMasker,LTR,4083480,4083774,107,0.35
ptg003702l,653797,654096,299,RepeatMasker,LTR,653646,654415,299,1.00
ptg003708l,360750,361030,280,RepeatMasker,LTR,360744,361647,280,1.00
ptg003711l,1148584,1148879,295,RepeatMasker,LTR,1148391,1148931,295,1.00
ptg003715l,271339,271636,297,RepeatMasker,LTR,271281,274277,297,1.00
ptg003720l,135628,135923,295,RepeatMasker,LTR,135450,135975,295,1.00
ptg003721l,708076,708389,313,RepeatMasker,LTR,708113,709111,277,0.88
ptg003721l,4489391,4489704,313,RepeatMasker,LTR,4487568,4490502,313,1.00
ptg003721l,4491775,4492088,313,RepeatMasker,LTR,4490891,4492922,313,1.00
ptg003723l,2626994,2627314,320,RepeatMasker,LTR,2626949,2628142,320,1.00
ptg003723l,2626994,2627314,320,RepeatMasker,LTR,2627188,2628178,127,0.40
ptg003725l,1188300,1188592,292,RepeatMasker,LTR,1188029,1189056,292,1.00
ptg003728l,1985962,1986261,299,RepeatMasker,LTR,1986096,1988385,166,0.56
ptg003734l,1487516,1487797,281,RepeatMasker,LTR,1487130,1488388,281,1.00
ptg003737l,5863962,5864288,326,RepeatMasker,LTR,5864248,5865406,41,0.13
ptg003739l,342557,342805,248,RepeatMasker,LTR,338355,346564,248,1.00
ptg003739l,590064,590383,319,RepeatMasker,LTR,590333,592929,51,0.16
ptg003740l,401800,402078,278,RepeatMasker,LTR,401504,401866,66,0.24
ptg003747l,1075764,1076064,300,RepeatMasker,LTR,1074596,1075881,117,0.39
ptg003747l,1219146,1219437,291,RepeatMasker,LTR,1219388,1219451,50,0.17
ptg003748l,1486106,1486434,328,RepeatMasker,LTR,1486360,1486426,67,0.20
ptg003750l,302493,302788,295,RepeatMasker,LTR,302452,302834,295,1.00
ptg003750l,781167,781471,304,RepeatMasker,LTR,781063,781416,249,0.82
ptg003753l,1714787,1715035,248,RepeatMasker,LTR,1710587,1720093,248,1.00
ptg003766l,194967,195286,319,RepeatMasker,LTR,195130,195303,157,0.49
ptg003769l,226759,227048,289,RepeatMasker,LTR,220597,230093,289,1.00
ptg003770l,1202137,1202420,283,RepeatMasker,LTR,1201091,1203056,283,1.00
ptg003770l,1834152,1834446,294,RepeatMasker,LTR,1834426,1835411,21,0.07
ptg003778l,1751442,1751746,304,RepeatMasker,LTR,1751143,1752479,304,1.00
ptg003778l,2652956,2653255,299,RepeatMasker,LTR,2652791,2653305,299,1.00
ptg003782l,1440190,1440481,291,RepeatMasker,LTR,1439790,1440793,291,1.00
ptg003783l,2662460,2662763,303,RepeatMasker,LTR,2662688,2662734,47,0.16
ptg003785l,1480238,1480556,318,RepeatMasker,LTR,1480313,1482160,244,0.77
ptg003786l,32703,32983,280,RepeatMasker,LTR,32318,33788,280,1.00
ptg003791l,5032,5313,281,RepeatMasker,LTR,4621,5957,281,1.00
ptg003804l,1035430,1035729,299,RepeatMasker,LTR,1035255,1035781,299,1.00
ptg003804l,1633650,1633948,298,RepeatMasker,LTR,1633442,1634000,298,1.00
ptg003807l,658538,658830,292,RepeatMasker,LTR,658767,659289,64,0.22
ptg003808l,55816,56115,299,RepeatMasker,LTR,55736,56167,299,1.00
ptg003808l,737186,737464,278,RepeatMasker,LTR,736733,738068,278,1.00
ptg003812l,1816266,1816574,308,RepeatMasker,LTR,1816198,1816267,1,0.00
ptg003812l,1816266,1816574,308,RepeatMasker,LTR,1816535,1822444,40,0.13
ptg003817l,493739,494037,298,RepeatMasker,LTR,493659,494089,298,1.00
ptg003817l,829441,829740,299,RepeatMasker,LTR,829361,829792,299,1.00
ptg003817l,972519,972816,297,RepeatMasker,LTR,972439,972868,297,1.00
ptg003817l,1260620,1260919,299,RepeatMasker,LTR,1260579,1260965,299,1.00
ptg003829l,1226794,1227074,280,RepeatMasker,LTR,1225652,1227710,280,1.00
ptg003831l,1162779,1163060,281,RepeatMasker,LTR,1161735,1163853,281,1.00
ptg003831l,2538016,2538322,306,RepeatMasker,LTR,2538026,2538348,297,0.97
ptg003836l,1400747,1401034,287,RepeatMasker,LTR,1396175,1401869,287,1.00
ptg003838l,574357,574655,298,RepeatMasker,LTR,574519,576039,137,0.46
ptg003839l,1775888,1776205,317,RepeatMasker,LTR,1775812,1775951,63,0.20
ptg003839l,3113024,3113322,298,RepeatMasker,LTR,3113274,3113355,49,0.16
ptg003839l,9444483,9444782,299,RepeatMasker,LTR,9444289,9444834,299,1.00
ptg003841l,1231369,1231658,289,RepeatMasker,LTR,1231281,1231793,289,1.00
ptg003841l,1516196,1516491,295,RepeatMasker,LTR,1516341,1516527,151,0.51
ptg003841l,1835243,1835578,335,RepeatMasker,LTR,1835352,1835397,46,0.14
ptg003843l,1294450,1294749,299,RepeatMasker,LTR,1294370,1294801,299,1.00
ptg003843l,1465609,1465897,288,RepeatMasker,LTR,1464754,1465633,24,0.08
ptg003846l,805970,806233,263,RepeatMasker,LTR,805674,806374,263,1.00
ptg003846l,1651610,1651890,280,RepeatMasker,LTR,1651195,1652534,280,1.00
ptg003846l,1993421,1993718,297,RepeatMasker,LTR,1993263,1993517,96,0.32
ptg003850l,1373672,1373971,299,RepeatMasker,LTR,1373819,1374746,153,0.51
ptg003852l,518538,518854,316,RepeatMasker,LTR,518498,518543,5,0.02
ptg003872l,855292,855606,314,RepeatMasker,LTR,854713,859584,314,1.00
ptg003873l,20268,20593,325,RepeatMasker,LTR,20544,20617,50,0.15
ptg003873l,20268,20593,325,RepeatMasker,LTR,20555,26492,39,0.12
ptg003873l,1291120,1291422,302,RepeatMasker,LTR,1291415,1296649,8,0.03
ptg003873l,3325282,3325554,272,RepeatMasker,LTR,3325268,3325993,272,1.00
ptg003883l,667803,668102,299,RepeatMasker,LTR,667609,668154,299,1.00
ptg003884l,751875,752178,303,RepeatMasker,LTR,751627,752171,296,0.98
ptg003887l,2272133,2272428,295,RepeatMasker,LTR,2271953,2272480,295,1.00
ptg003891l,233857,234152,295,RepeatMasker,LTR,233785,233942,85,0.29
ptg003892l,1200459,1200740,281,RepeatMasker,LTR,1200077,1200753,281,1.00
ptg003895l,613129,613408,279,RepeatMasker,LTR,612788,613214,85,0.30
ptg003897l,2965139,2965461,322,RepeatMasker,LTR,2965365,2965398,34,0.11
ptg003916l,2153033,2153338,305,RepeatMasker,LTR,2153267,2153403,72,0.24
ptg003917l,803172,803494,322,RepeatMasker,LTR,803443,806080,52,0.16
ptg003917l,1842839,1843127,288,RepeatMasker,LTR,1841843,1843521,288,1.00
ptg003917l,2207186,2207507,321,RepeatMasker,LTR,2206703,2207278,92,0.29
ptg003921l,89759,90055,296,RepeatMasker,LTR,89645,89860,101,0.34
ptg003921l,89759,90055,296,RepeatMasker,LTR,89908,90773,148,0.50
ptg003921l,1656675,1656975,300,RepeatMasker,LTR,1656924,1657012,52,0.17
ptg003921l,1656675,1656975,300,RepeatMasker,LTR,1656947,1661522,29,0.10
ptg003921l,1907560,1907859,299,RepeatMasker,LTR,1907395,1907911,299,1.00
ptg003921l,2569667,2569966,299,RepeatMasker,LTR,2569489,2570018,299,1.00
ptg003923l,1131691,1132004,313,RepeatMasker,LTR,1127691,1131878,187,0.60
ptg003923l,2906586,2906889,303,RepeatMasker,LTR,2906599,2906643,45,0.15
ptg003923l,3606029,3606320,291,RepeatMasker,LTR,3606265,3606331,56,0.19
ptg003923l,3606029,3606320,291,RepeatMasker,LTR,3606296,3606347,25,0.09
ptg003925l,14856,15153,297,RepeatMasker,LTR,14815,15199,297,1.00
ptg003925l,485549,485846,297,RepeatMasker,LTR,485355,485898,297,1.00
ptg003934l,1678571,1678852,281,RepeatMasker,LTR,1678189,1679277,281,1.00
ptg003936l,825187,825487,300,RepeatMasker,LTR,824986,825539,300,1.00
ptg003938l,2015656,2015970,314,RepeatMasker,LTR,2015663,2015707,45,0.14
ptg003939l,281835,282105,270,RepeatMasker,LTR,282098,282329,8,0.03
ptg003950l,5595438,5595737,299,RepeatMasker,LTR,5595397,5595789,299,1.00
ptg003951l,592835,593142,307,RepeatMasker,LTR,593136,593209,7,0.02
ptg003957l,1530723,1531013,290,RepeatMasker,LTR,1530313,1531020,290,1.00
ptg003957l,1530723,1531013,290,RepeatMasker,LTR,1530718,1531657,290,1.00
ptg003959l,353985,354267,282,RepeatMasker,LTR,352952,355068,282,1.00
ptg003964l,1419996,1420280,284,RepeatMasker,LTR,1420047,1421264,234,0.82
ptg003964l,2683463,2683749,286,RepeatMasker,LTR,2683266,2683614,151,0.53
ptg003964l,2683463,2683749,286,RepeatMasker,LTR,2683727,2683776,23,0.08
ptg003964l,3362022,3362314,292,RepeatMasker,LTR,3362264,3363055,51,0.17
ptg003964l,6350855,6351164,309,RepeatMasker,LTR,6351053,6351096,44,0.14
ptg003965l,199159,199458,299,RepeatMasker,LTR,198952,199510,299,1.00
ptg003968l,4149767,4150087,320,RepeatMasker,LTR,4149974,4150861,114,0.36
ptg003968l,4694667,4694976,309,RepeatMasker,LTR,4693522,4694730,63,0.20
ptg003968l,4694667,4694976,309,RepeatMasker,LTR,4694872,4696803,105,0.34
ptg003968l,5030181,5030480,299,RepeatMasker,LTR,5030005,5030532,299,1.00
ptg003969l,3049,3341,292,RepeatMasker,LTR,2880,3393,292,1.00
ptg003983l,636457,636791,334,RepeatMasker,LTR,635722,637702,334,1.00
ptg003985l,121738,122030,292,RepeatMasker,LTR,121396,122730,292,1.00
ptg003987l,1165282,1165585,303,RepeatMasker,LTR,1165177,1165315,33,0.11
ptg003994l,1102585,1102870,285,RepeatMasker,LTR,1102831,1104065,40,0.14
ptg003994l,3691286,3691578,292,RepeatMasker,LTR,3690921,3694407,292,1.00
ptg003995l,2315250,2315539,289,RepeatMasker,LTR,2315254,2316643,286,0.99
ptg003998l,1679708,1680010,302,RepeatMasker,LTR,1679348,1680804,302,1.00
ptg003998l,3433265,3433589,324,RepeatMasker,LTR,3433491,3434534,99,0.31
ptg004007l,394896,395191,295,RepeatMasker,LTR,394881,395003,107,0.36
ptg004008l,3831333,3831612,279,RepeatMasker,LTR,3831219,3831755,279,1.00
ptg004008l,7981529,7981867,338,RepeatMasker,LTR,7980953,7981594,65,0.19
ptg004010l,1354672,1354953,281,RepeatMasker,LTR,1353479,1355594,281,1.00
ptg004012l,157142,157441,299,RepeatMasker,LTR,153772,157791,299,1.00
ptg004012l,4156555,4156868,313,RepeatMasker,LTR,4156357,4157811,313,1.00
ptg004014l,4486809,4487108,299,RepeatMasker,LTR,4486601,4487161,299,1.00
ptg004016l,2170795,2171086,291,RepeatMasker,LTR,2170602,2174727,291,1.00
ptg004020l,156984,157313,329,RepeatMasker,LTR,157055,157165,111,0.34
ptg004021l,1051484,1051772,288,RepeatMasker,LTR,1051606,1058686,167,0.58
ptg004021l,4520613,4520925,312,RepeatMasker,LTR,4520893,4521642,33,0.11
ptg004023l,3730536,3730816,280,RepeatMasker,LTR,3728151,3730589,53,0.19
ptg004029l,239285,239578,293,RepeatMasker,LTR,239107,239630,293,1.00
ptg004029l,405127,405424,297,RepeatMasker,LTR,404919,405476,297,1.00
ptg004030l,536865,537192,327,RepeatMasker,LTR,536557,537332,327,1.00
ptg004030l,536865,537192,327,RepeatMasker,LTR,536845,537594,327,1.00
ptg004033l,11050262,11050596,334,RepeatMasker,LTR,11050464,11050752,133,0.40
ptg004037l,558315,558627,312,RepeatMasker,LTR,558212,559253,312,1.00
ptg004048l,64823,65130,307,RepeatMasker,LTR,64134,65175,307,1.00
ptg004048l,64823,65130,307,RepeatMasker,LTR,64175,65671,307,1.00
ptg004049l,1890683,1890978,295,RepeatMasker,LTR,1887800,1891139,295,1.00
ptg004052l,41074,41354,280,RepeatMasker,LTR,40682,42134,280,1.00
ptg004058l,211688,211987,299,RepeatMasker,LTR,211510,212039,299,1.00
ptg004060l,119062,119379,317,RepeatMasker,LTR,119340,124234,40,0.13
